fighter_name,bonus_type,event_name,event_date
Stefan Struve,SUB,UFC Live: Cruz vs Johnson,
Anthony Johnson,KO,UFC Live: Cruz vs Johnson,
Matt Wiman,FIGHT,UFC Live: Cruz vs Johnson,
Mac Danzig,FIGHT,UFC Live: Cruz vs Johnson,
Jon Jones,FIGHT,UFC 135: Jones vs Rampage,
Quinton Jackson,FIGHT,UFC 135: Jones vs Rampage,
Josh Koscheck,KO,UFC 135: Jones vs Rampage,
Nate Diaz,SUB,UFC 135: Jones vs Rampage,
Jake Ellenberger,KO,UFC Fight Night: Shields vs Ellenberger,
Lance Benoist,FIGHT,UFC Fight Night: Shields vs Ellenberger,
Matthew Riddle,FIGHT,UFC Fight Night: Shields vs Ellenberger,
TJ Waldburger,SUB,UFC Fight Night: Shields vs Ellenberger,
Edson Barboza,FIGHT,UFC 134: Silva vs Okami,
Ross Pearson,FIGHT,UFC 134: Silva vs Okami,
Antonio Rodrigo Nogueira,KO,UFC 134: Silva vs Okami,
Chris Lytle,FIGHT,UFC Live: Hardy vs Lytle,
Dan Hardy,FIGHT,UFC Live: Hardy vs Lytle,
Chris Lytle,SUB,UFC Live: Hardy vs Lytle,
Donald Cerrone,KO,UFC Live: Hardy vs Lytle,
Rashad Evans,FIGHT,UFC 133: Evans vs Ortiz 2,
Tito Ortiz,FIGHT,UFC 133: Evans vs Ortiz 2,
Vitor Belfort,KO,UFC 133: Evans vs Ortiz 2,
Dominick Cruz,FIGHT,UFC 132: Cruz vs Faber,
Urijah Faber,FIGHT,UFC 132: Cruz vs Faber,
Tito Ortiz,SUB,UFC 132: Cruz vs Faber,
Carlos Condit,KO,UFC 132: Cruz vs Faber,
Cheick Kongo,KO,UFC Live: Kongo vs Barry,
Joe Lauzon,SUB,UFC Live: Kongo vs Barry,
Nik Lentz,FIGHT,UFC Live: Kongo vs Barry,
Charles Oliveira,FIGHT,UFC Live: Kongo vs Barry,
Dave Herman,FIGHT,UFC 131: Dos Santos vs Carwin,
Jon Olav Einemo,FIGHT,UFC 131: Dos Santos vs Carwin,
Sam Stout,KO,UFC 131: Dos Santos vs Carwin,
Chris Weidman,SUB,UFC 131: Dos Santos vs Carwin,
Tony Ferguson,KO,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,
Kyle Kingsbury,FIGHT,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,
Fabio Maldonado,FIGHT,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,
Reuben Duran,SUB,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,
Travis Browne,KO,UFC 130: Rampage vs Hamill,
Brian Stann,FIGHT,UFC 130: Rampage vs Hamill,
Jorge Santiago,FIGHT,UFC 130: Rampage vs Hamill,
Gleison Tibau,SUB,UFC 130: Rampage vs Hamill,
Jose Aldo,FIGHT,UFC 129: St-Pierre vs Shields,
Mark Hominick,FIGHT,UFC 129: St-Pierre vs Shields,
Lyoto Machida,KO,UFC 129: St-Pierre vs Shields,
Pablo Garza,SUB,UFC 129: St-Pierre vs Shields,
Chan Sung Jung,SUB,UFC Fight Night: Nogueira vs Davis,
Michael McDonald,FIGHT,UFC Fight Night: Nogueira vs Davis,
Edwin Figueroa,FIGHT,UFC Fight Night: Nogueira vs Davis,
Johny Hendricks,KO,UFC Fight Night: Nogueira vs Davis,
Brendan Schaub,KO,UFC 128: Shogun vs Jones,
Edson Barboza,FIGHT,UFC 128: Shogun vs Jones,
Anthony Njokuani,FIGHT,UFC 128: Shogun vs Jones,
Erik Koch,KO,UFC 128: Shogun vs Jones,
Diego Sanchez,FIGHT,UFC Live: Sanchez vs Kampmann,
Martin Kampmann,FIGHT,UFC Live: Sanchez vs Kampmann,
Brian Bowles,SUB,UFC Live: Sanchez vs Kampmann,
Shane Roller,KO,UFC Live: Sanchez vs Kampmann,
Brian Ebersole,FIGHT,UFC 127: Penn vs Fitch,
Chris Lytle,FIGHT,UFC 127: Penn vs Fitch,
Kyle Noke,SUB,UFC 127: Penn vs Fitch,
Mark Hunt,KO,UFC 127: Penn vs Fitch,
Anderson Silva,KO,UFC 126: Silva vs Belfort,
Jon Jones,SUB,UFC 126: Silva vs Belfort,
Donald Cerrone,FIGHT,UFC 126: Silva vs Belfort,
Paul Kelly,FIGHT,UFC 126: Silva vs Belfort,
Melvin Guillard,KO,UFC Fight Night: Fight for the Troops 2,
Yves Edwards,FIGHT,UFC Fight Night: Fight for the Troops 2,
Cody McKenzie,FIGHT,UFC Fight Night: Fight for the Troops 2,
Yves Edwards,SUB,UFC Fight Night: Fight for the Troops 2,
Frankie Edgar,FIGHT,UFC 125: Resolution,
Gray Maynard,FIGHT,UFC 125: Resolution,
Clay Guida,SUB,UFC 125: Resolution,
Jeremy Stephens,KO,UFC 125: Resolution,
Georges St-Pierre,FIGHT,UFC 124: St-Pierre vs Koscheck 2,
Josh Koscheck,FIGHT,UFC 124: St-Pierre vs Koscheck 2,
Jim Miller,SUB,UFC 124: St-Pierre vs Koscheck 2,
Mac Danzig,KO,UFC 124: St-Pierre vs Koscheck 2,
Mark Bocek,SUB,UFC 124: St-Pierre vs Koscheck 2,
Leonard Garcia,FIGHT,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,
Nam Phan,FIGHT,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,
Cody McKenzie,SUB,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,
Pablo Garza,KO,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,
BJ Penn,KO,UFC 123: Rampage vs Machida,
Phil Davis,SUB,UFC 123: Rampage vs Machida,
George Sotiropoulos,FIGHT,UFC 123: Rampage vs Machida,
Joe Lauzon,FIGHT,UFC 123: Rampage vs Machida,
Dennis Siver,SUB,UFC 122: Marquardt vs Okami,
Pascal Krauss,FIGHT,UFC 122: Marquardt vs Okami,
Mark Scanlon,FIGHT,UFC 122: Marquardt vs Okami,
Karlos Vemola,KO,UFC 122: Marquardt vs Okami,
Cain Velasquez,KO,UFC 121: Lesnar vs Velasquez,
Diego Sanchez,FIGHT,UFC 121: Lesnar vs Velasquez,
Paulo Thiago,FIGHT,UFC 121: Lesnar vs Velasquez,
Daniel Roberts,SUB,UFC 121: Lesnar vs Velasquez,
Michael Bisping,FIGHT,UFC 120: Bisping vs Akiyama,
Yoshihiro Akiyama,FIGHT,UFC 120: Bisping vs Akiyama,
Carlos Condit,KO,UFC 120: Bisping vs Akiyama,
Paul Sass,SUB,UFC 120: Bisping vs Akiyama,
Sean Sherk,FIGHT,UFC 119: Mir vs Cro Cop,
Evan Dunham,FIGHT,UFC 119: Mir vs Cro Cop,
CB Dollaway,SUB,UFC 119: Mir vs Cro Cop,
Matt Mitrione,FIGHT,UFC 119: Mir vs Cro Cop,
Joey Beltran,FIGHT,UFC 119: Mir vs Cro Cop,
Charles Oliveira,SUB,UFC Fight Night: Marquardt vs Palhares,
Cole Miller,SUB,UFC Fight Night: Marquardt vs Palhares,
Kyle Kingsbury,FIGHT,UFC Fight Night: Marquardt vs Palhares,
Jared Hamman,FIGHT,UFC Fight Night: Marquardt vs Palhares,
Brian Foster,KO,UFC Fight Night: Marquardt vs Palhares,
Nate Diaz,FIGHT,UFC 118: Edgar vs Penn 2,
Marcus Davis,FIGHT,UFC 118: Edgar vs Penn 2,
Joe Lauzon,SUB,UFC 118: Edgar vs Penn 2,
Anderson Silva,FIGHT,UFC 117: Silva vs Sonnen,
Chael Sonnen,FIGHT,UFC 117: Silva vs Sonnen,
Anderson Silva,SUB,UFC 117: Silva vs Sonnen,
Matt Hughes,SUB,UFC 117: Silva vs Sonnen,
Stefan Struve,KO,UFC 117: Silva vs Sonnen,
Takanori Gomi,KO,UFC Live: Jones vs Matyushenko,
Brian Stann,FIGHT,UFC Live: Jones vs Matyushenko,
Mike Massenzio,FIGHT,UFC Live: Jones vs Matyushenko,
Charles Oliveira,SUB,UFC Live: Jones vs Matyushenko,
Brock Lesnar,SUB,UFC 116: Lesnar vs Carwin,
Chris Leben,FIGHT,UFC 116: Lesnar vs Carwin,
Yoshihiro Akiyama,FIGHT,UFC 116: Lesnar vs Carwin,
Stephan Bonnar,FIGHT,UFC 116: Lesnar vs Carwin,
Krzysztof Soszynski,FIGHT,UFC 116: Lesnar vs Carwin,
Gerald Harris,KO,UFC 116: Lesnar vs Carwin,
Court McGee,SUB,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,
Matt Hamill,FIGHT,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,
Keith Jardine,FIGHT,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,
Chris Leben,KO,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,
Rich Franklin,KO,UFC 115: Liddell vs Franklin,
Mirko Filipovic,SUB,UFC 115: Liddell vs Franklin,
Carlos Condit,FIGHT,UFC 115: Liddell vs Franklin,
Rory MacDonald,FIGHT,UFC 115: Liddell vs Franklin,
Mike Russow,KO,UFC 114: Rampage vs Evans,
Rogerio Nogueira,FIGHT,UFC 114: Rampage vs Evans,
Jason Brilz,FIGHT,UFC 114: Rampage vs Evans,
Ryan Jensen,SUB,UFC 114: Rampage vs Evans,
Mauricio Rua,KO,UFC 113: Machida vs Shogun 2,
Jeremy Stephens,FIGHT,UFC 113: Machida vs Shogun 2,
Sam Stout,FIGHT,UFC 113: Machida vs Shogun 2,
Alan Belcher,SUB,UFC 113: Machida vs Shogun 2,
Rafael Dos Anjos,SUB,UFC 112: Invincible,
Mark Munoz,FIGHT,UFC 112: Invincible,
Kendall Grove,FIGHT,UFC 112: Invincible,
DaMarques Johnson,KO,UFC 112: Invincible,
Kenny Florian,SUB,UFC Fight Night: Florian vs Gomi,
Roy Nelson,KO,UFC Fight Night: Florian vs Gomi,
Ross Pearson,FIGHT,UFC Fight Night: Florian vs Gomi,
Dennis Siver,FIGHT,UFC Fight Night: Florian vs Gomi,
Shane Carwin,KO,UFC 111: St-Pierre vs Hardy,
Kurt Pellegrino,SUB,UFC 111: St-Pierre vs Hardy,
Jared Hamman,FIGHT,UFC 111: St-Pierre vs Hardy,
Rodney Wallace,FIGHT,UFC 111: St-Pierre vs Hardy,
Jon Jones,KO,UFC Live: Vera vs Jones,
Junior Dos Santos,KO,UFC Live: Vera vs Jones,
Clay Guida,SUB,UFC Live: Vera vs Jones,
John Howard,KO,UFC Live: Vera vs Jones,
Cain Velasquez,KO,UFC 110: Nogueira vs Velasquez,
George Sotiropoulos,FIGHT,UFC 110: Nogueira vs Velasquez,
Joe Stevenson,FIGHT,UFC 110: Nogueira vs Velasquez,
Chris Lytle,SUB,UFC 110: Nogueira vs Velasquez,
Chael Sonnen,FIGHT,UFC 109: Relentless,
Nate Marquardt,FIGHT,UFC 109: Relentless,
Paulo Thiago,SUB,UFC 109: Relentless,
Matt Serra,KO,UFC 109: Relentless,
Evan Dunham,SUB,UFC Fight Night: Maynard vs Diaz,
Aaron Simpson,FIGHT,UFC Fight Night: Maynard vs Diaz,
Tom Lawlor,FIGHT,UFC Fight Night: Maynard vs Diaz,
Gerald Harris,KO,UFC Fight Night: Maynard vs Diaz,
Paul Daley,KO,UFC 108: Evans vs Silva,
Sam Stout,FIGHT,UFC 108: Evans vs Silva,
Joe Lauzon,FIGHT,UFC 108: Evans vs Silva,
Cole Miller,SUB,UFC 108: Evans vs Silva,
Alan Belcher,FIGHT,UFC 107: Penn vs Sanchez,
Wilson Gouveia,FIGHT,UFC 107: Penn vs Sanchez,
DaMarques Johnson,SUB,UFC 107: Penn vs Sanchez,
TJ Grant,KO,UFC 107: Penn vs Sanchez,
Roy Nelson,KO,The Ultimate Fighter: Heavyweights Finale,
Frankie Edgar,FIGHT,The Ultimate Fighter: Heavyweights Finale,
Matt Veach,FIGHT,The Ultimate Fighter: Heavyweights Finale,
Mark Bocek,SUB,The Ultimate Fighter: Heavyweights Finale,
Josh Koscheck,FIGHT,UFC 106: Ortiz vs Griffin 2,
Anthony Johnson,FIGHT,UFC 106: Ortiz vs Griffin 2,
Josh Koscheck,SUB,UFC 106: Ortiz vs Griffin 2,
Rogerio Nogueira,KO,UFC 106: Ortiz vs Griffin 2,
Michael Bisping,FIGHT,UFC 105: Couture vs Vera,
Denis Kang,FIGHT,UFC 105: Couture vs Vera,
Terry Etim,SUB,UFC 105: Couture vs Vera,
Dennis Siver,KO,UFC 105: Couture vs Vera,
Pat Barry,FIGHT,UFC 104: Machida vs Shogun,
Antoni Hardonk,FIGHT,UFC 104: Machida vs Shogun,
Pat Barry,KO,UFC 104: Machida vs Shogun,
Stefan Struve,SUB,UFC 104: Machida vs Shogun,
Vitor Belfort,KO,UFC 103: Franklin vs Belfort,
Rick Story,FIGHT,UFC 103: Franklin vs Belfort,
Brian Foster,FIGHT,UFC 103: Franklin vs Belfort,
Rick Story,SUB,UFC 103: Franklin vs Belfort,
Nate Diaz,SUB,UFC Fight Night: Diaz vs Guillard,
Nate Quarry,FIGHT,UFC Fight Night: Diaz vs Guillard,
Tim Credeur,FIGHT,UFC Fight Night: Diaz vs Guillard,
Jeremy Stephens,KO,UFC Fight Night: Diaz vs Guillard,
Antonio Rodrigo Nogueira,FIGHT,UFC 102: Couture vs Nogueira,
Randy Couture,FIGHT,UFC 102: Couture vs Nogueira,
Jake Rosholt,SUB,UFC 102: Couture vs Nogueira,
Nate Marquardt,KO,UFC 102: Couture vs Nogueira,
BJ Penn,SUB,UFC 101: Declaration,
Anderson Silva,FIGHT,UFC 101: Declaration,
Forrest Griffin,FIGHT,UFC 101: Declaration,
Anderson Silva,KO,UFC 101: Declaration,
Dan Henderson,KO,UFC 100,
Yoshihiro Akiyama,FIGHT,UFC 100,
Alan Belcher,FIGHT,UFC 100,
Tom Lawlor,SUB,UFC 100,
Diego Sanchez,FIGHT,The Ultimate Fighter: United States vs. United Kingdom Finale,
Clay Guida,FIGHT,The Ultimate Fighter: United States vs. United Kingdom Finale,
Chris Lytle,FIGHT,The Ultimate Fighter: United States vs. United Kingdom Finale,
Kevin Burns,FIGHT,The Ultimate Fighter: United States vs. United Kingdom Finale,
Joe Stevenson,FIGHT,The Ultimate Fighter: United States vs. United Kingdom Finale,
Nate Diaz,FIGHT,The Ultimate Fighter: United States vs. United Kingdom Finale,
Tomasz Drwal,KO,The Ultimate Fighter: United States vs. United Kingdom Finale,
Jason Dent,SUB,The Ultimate Fighter: United States vs. United Kingdom Finale,
Rich Franklin,FIGHT,UFC 99: The Comeback,
Wanderlei Silva,FIGHT,UFC 99: The Comeback,
Mike Swick,KO,UFC 99: The Comeback,
Terry Etim,SUB,UFC 99: The Comeback,
Lyoto Machida,KO,UFC 98: Evans vs Machida,
Matt Hughes,FIGHT,UFC 98: Evans vs Machida,
Matt Serra,FIGHT,UFC 98: Evans vs Machida,
Brock Larson,SUB,UFC 98: Evans vs Machida,
Sam Stout,FIGHT,UFC 97: Redemption,
Matt Wiman,FIGHT,UFC 97: Redemption,
Mauricio Rua,KO,UFC 97: Redemption,
Krzysztof Soszynski,SUB,UFC 97: Redemption,
Tyson Griffin,FIGHT,UFC Fight Night: Condit vs Kampmann,
Rafael Dos Anjos,FIGHT,UFC Fight Night: Condit vs Kampmann,
Rob Kimmons,SUB,UFC Fight Night: Condit vs Kampmann,
Aaron Simpson,KO,UFC Fight Night: Condit vs Kampmann,
Quinton Jackson,FIGHT,UFC 96: Jackson vs Jardine,
Keith Jardine,FIGHT,UFC 96: Jackson vs Jardine,
Matt Hamill,KO,UFC 96: Jackson vs Jardine,
Diego Sanchez,FIGHT,UFC 95: Sanchez vs Stevenson,
Joe Stevenson,FIGHT,UFC 95: Sanchez vs Stevenson,
Demian Maia,SUB,UFC 95: Sanchez vs Stevenson,
Paulo Thiago,KO,UFC 95: Sanchez vs Stevenson,
Joe Lauzon,SUB,UFC Fight Night: Lauzon vs Stephens,
Cain Velasquez,KO,UFC Fight Night: Lauzon vs Stephens,
Josh Neer,FIGHT,UFC Fight Night: Lauzon vs Stephens,
Mac Danzig,FIGHT,UFC Fight Night: Lauzon vs Stephens,
Lyoto Machida,KO,UFC 94: St-Pierre vs Penn 2,
Clay Guida,FIGHT,UFC 94: St-Pierre vs Penn 2,
Nate Diaz,FIGHT,UFC 94: St-Pierre vs Penn 2,
John Howard,FIGHT,UFC 94: St-Pierre vs Penn 2,
Chris Wilson,FIGHT,UFC 94: St-Pierre vs Penn 2,
Mauricio Rua,FIGHT,UFC 93: Franklin vs Henderson,
Mark Coleman,FIGHT,UFC 93: Franklin vs Henderson,
Alan Belcher,SUB,UFC 93: Franklin vs Henderson,
Marcus Davis,FIGHT,UFC 93: Franklin vs Henderson,
Chris Lytle,FIGHT,UFC 93: Franklin vs Henderson,
Dennis Siver,KO,UFC 93: Franklin vs Henderson,
Rashad Evans,FIGHT,UFC 92: The Ultimate 2008,
Forrest Griffin,FIGHT,UFC 92: The Ultimate 2008,
Quinton Jackson,KO,UFC 92: The Ultimate 2008,
Anthony Johnson,KO,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,
Junie Browning,FIGHT,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,
David Kaplan,FIGHT,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,
Krzysztof Soszynski,SUB,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,
Josh Koscheck,KO,UFC Fight Night - Fight for the Troops,
Steve Cantwell,SUB,UFC Fight Night - Fight for the Troops,
Jim Miller,FIGHT,UFC Fight Night - Fight for the Troops,
Matt Wiman,FIGHT,UFC Fight Night - Fight for the Troops,
Dustin Hazelett,SUB,UFC 91: Couture vs Lesnar,
Aaron Riley,FIGHT,UFC 91: Couture vs Lesnar,
Jorge Gurgel,FIGHT,UFC 91: Couture vs Lesnar,
Jeremy Stephens,KO,UFC 91: Couture vs Lesnar,
Junior Dos Santos,KO,UFC 90: Silva vs Cote,
Sean Sherk,FIGHT,UFC 90: Silva vs Cote,
Tyson Griffin,FIGHT,UFC 90: Silva vs Cote,
Spencer Fisher,SUB,UFC 90: Silva vs Cote,
Luiz Cane,KO,UFC 89: Bisping vs Leben,
Chris Lytle,FIGHT,UFC 89: Bisping vs Leben,
Paul Taylor,FIGHT,UFC 89: Bisping vs Leben,
Jim Miller,SUB,UFC 89: Bisping vs Leben,
Nate Diaz,FIGHT,UFC Fight Night: Diaz vs Neer,
Josh Neer,FIGHT,UFC Fight Night: Diaz vs Neer,
Alessio Sakara,KO,UFC Fight Night: Diaz vs Neer,
Wilson Gouveia,SUB,UFC Fight Night: Diaz vs Neer,
Rashad Evans,KO,UFC 88: Breakthrough,
Kurt Pellegrino,FIGHT,UFC 88: Breakthrough,
Thiago Tavares,FIGHT,UFC 88: Breakthrough,
Jason MacDonald,SUB,UFC 88: Breakthrough,
Georges St-Pierre,FIGHT,UFC 87: Seek And Destroy,
Jon Fitch,FIGHT,UFC 87: Seek And Destroy,
Rob Emerson,KO,UFC 87: Seek And Destroy,
Demian Maia,SUB,UFC 87: Seek And Destroy,
Frankie Edgar,FIGHT,UFC: Silva vs Irvin,
Hermes Franca,FIGHT,UFC: Silva vs Irvin,
CB Dollaway,SUB,UFC: Silva vs Irvin,
Rory Markham,KO,UFC: Silva vs Irvin,
Forrest Griffin,FIGHT,UFC 86: Jackson vs Griffin,
Quinton Jackson,FIGHT,UFC 86: Jackson vs Griffin,
Cole Miller,SUB,UFC 86: Jackson vs Griffin,
Melvin Guillard,KO,UFC 86: Jackson vs Griffin,
Dustin Hazelett,FIGHT,The Ultimate Fighter: Team Rampage vs Team Forrest Finale,
Joshua Burkman,FIGHT,The Ultimate Fighter: Team Rampage vs Team Forrest Finale,
Dustin Hazelett,SUB,The Ultimate Fighter: Team Rampage vs Team Forrest Finale,
Drew McFedries,KO,The Ultimate Fighter: Team Rampage vs Team Forrest Finale,
Thiago Alves,KO,UFC 85: Bedlam,
Matt Wiman,FIGHT,UFC 85: Bedlam,
Thiago Tavares,FIGHT,UFC 85: Bedlam,
Kevin Burns,SUB,UFC 85: Bedlam,
Wanderlei Silva,KO,UFC 84: Ill Will,
Goran Reljic,FIGHT,UFC 84: Ill Will,
Wilson Gouveia,FIGHT,UFC 84: Ill Will,
Rousimar Palhares,SUB,UFC 84: Ill Will,
Jason MacDonald,KO,UFC 83: Serra vs St-Pierre 2,
Demian Maia,SUB,UFC 83: Serra vs St-Pierre 2,
Jonathan Goulet,FIGHT,UFC 83: Serra vs St-Pierre 2,
Kuniyoshi Hironaka,FIGHT,UFC 83: Serra vs St-Pierre 2,
Kenny Florian,FIGHT,UFC Fight Night: Florian vs Lauzon,
Joe Lauzon,FIGHT,UFC Fight Night: Florian vs Lauzon,
Nate Diaz,SUB,UFC Fight Night: Florian vs Lauzon,
James Irvin,KO,UFC Fight Night: Florian vs Lauzon,
Anderson Silva,FIGHT,UFC 82: Pride of a Champion,
Dan Henderson,FIGHT,UFC 82: Pride of a Champion,
Anderson Silva,SUB,UFC 82: Pride of a Champion,
Chris Leben,KO,UFC 82: Pride of a Champion,
Antonio Rodrigo Nogueira,FIGHT,UFC 81: Breaking Point,
Tim Sylvia,FIGHT,UFC 81: Breaking Point,
Frank Mir,SUB,UFC 81: Breaking Point,
Chris Lytle,KO,UFC 81: Breaking Point,
Patrick Cote,KO,UFC Fight Night: Swick vs Burkman,
Nate Diaz,SUB,UFC Fight Night: Swick vs Burkman,
Kurt Pellegrino,FIGHT,UFC Fight Night: Swick vs Burkman,
Alberto Crane,FIGHT,UFC Fight Night: Swick vs Burkman,
BJ Penn,SUB,UFC 80: Rapid Fire,
Wilson Gouveia,KO,UFC 80: Rapid Fire,
Paul Kelly,FIGHT,UFC 80: Rapid Fire,
Paul Taylor,FIGHT,UFC 80: Rapid Fire,
Georges St-Pierre,SUB,UFC 79: Nemesis,
Chuck Liddell,FIGHT,UFC 79: Nemesis,
Wanderlei Silva,FIGHT,UFC 79: Nemesis,
Eddie Sanchez,KO,UFC 79: Nemesis,
Roger Huerta,FIGHT,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,
Clay Guida,FIGHT,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,
War Machine,FIGHT,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,
Jared Rollins,FIGHT,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,
War Machine,KO,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,
Matt Arroyo,SUB,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,
Ed Herman,KO,UFC 78: Validation,
Thiago Alves,FIGHT,UFC 78: Validation,
Chris Lytle,FIGHT,UFC 78: Validation,
Akihiro Gono,SUB,UFC 78: Validation,
Anderson Silva,KO,UFC 77: Hostile Territory,
Demian Maia,SUB,UFC 77: Hostile Territory,
Matt Grice,FIGHT,UFC 77: Hostile Territory,
Jason Black,FIGHT,UFC 77: Hostile Territory,
Forrest Griffin,SUB,UFC 76: Knockout,
Tyson Griffin,FIGHT,UFC 76: Knockout,
Thiago Tavares,FIGHT,UFC 76: Knockout,
Chris Leben,KO,UFC Fight Night: Thomas vs Florian,
Nate Quarry,FIGHT,UFC Fight Night: Thomas vs Florian,
Pete Sell,FIGHT,UFC Fight Night: Thomas vs Florian,
Nate Quarry,KO,UFC Fight Night: Thomas vs Florian,
Dustin Hazelett,SUB,UFC Fight Night: Thomas vs Florian,
Marcus Davis,FIGHT,UFC 75: Champion vs Champion,
Paul Taylor,FIGHT,UFC 75: Champion vs Champion,
Marcus Davis,SUB,UFC 75: Champion vs Champion,
Randy Couture,FIGHT,UFC 74: Respect,
Gabriel Gonzaga,FIGHT,UFC 74: Respect,
Patrick Cote,KO,UFC 74: Respect,
Thales Leites,SUB,UFC 74: Respect,
Anderson Silva,KO,UFC 73: Stacked,
Jorge Gurgel,FIGHT,UFC 73: Stacked,
Diego Saraiva,FIGHT,UFC 73: Stacked,
Chris Lytle,SUB,UFC 73: Stacked,
Joe Lauzon,SUB,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,
Cole Miller,KO,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,
Gray Maynard,FIGHT,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,
Rob Emerson,FIGHT,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,
Tyson Griffin,FIGHT,UFC 72: Victory,
Clay Guida,FIGHT,UFC 72: Victory,
Ed Herman,SUB,UFC 72: Victory,
Marcus Davis,KO,UFC 72: Victory,
Spencer Fisher,FIGHT,UFC Fight Night: Stout vs Fisher,
Sam Stout,FIGHT,UFC Fight Night: Stout vs Fisher,
Drew McFedries,KO,UFC Fight Night: Stout vs Fisher,
Thiago Tavares,SUB,UFC Fight Night: Stout vs Fisher,
Quinton Jackson,KO,UFC 71: Liddell vs Jackson,
Kalib Starnes,FIGHT,UFC 71: Liddell vs Jackson,
Chris Leben,FIGHT,UFC 71: Liddell vs Jackson,
Din Thomas,SUB,UFC 71: Liddell vs Jackson,
Gabriel Gonzaga,KO,UFC 70: Nations Collide,
Michael Bisping,FIGHT,UFC 70: Nations Collide,
Elvis Sinosic,FIGHT,UFC 70: Nations Collide,
Terry Etim,SUB,UFC 70: Nations Collide,
Matt Serra,KO,UFC 69: Shootout,
Roger Huerta,FIGHT,UFC 69: Shootout,
Leonard Garcia,FIGHT,UFC 69: Shootout,
Kendall Grove,SUB,UFC 69: Shootout,
Joe Stevenson,SUB,UFC Fight Night: Stevenson vs Guillard,
Kenny Florian,FIGHT,UFC Fight Night: Stevenson vs Guillard,
Dokonjonosuke Mishima,FIGHT,UFC Fight Night: Stevenson vs Guillard,
Kurt Pellegrino,SUB,UFC Fight Night: Stevenson vs Guillard,
Martin Kampmann,SUB,UFC 68: The Uprising,
Jason Lambert,FIGHT,UFC 68: The Uprising,
Renato Sobral,FIGHT,UFC 68: The Uprising,
Jason Lambert,KO,UFC 68: The Uprising,
Terry Martin,KO,UFC 67: All or Nothing,
Frankie Edgar,FIGHT,UFC 67: All or Nothing,
Tyson Griffin,FIGHT,UFC 67: All or Nothing,
Rashad Evans,KO,UFC Fight Night: Evans vs Salmon,
Hermes Franca,FIGHT,UFC Fight Night: Evans vs Salmon,
Spencer Fisher,FIGHT,UFC Fight Night: Evans vs Salmon,
Ed Herman,SUB,UFC Fight Night: Evans vs Salmon,
Chuck Liddell,FIGHT,UFC 66: Liddell vs Ortiz 2,
Tito Ortiz,FIGHT,UFC 66: Liddell vs Ortiz 2,
Keith Jardine,KO,UFC 66: Liddell vs Ortiz 2,
Jason MacDonald,SUB,UFC 66: Liddell vs Ortiz 2,
Georges St-Pierre,KO,UFC 65: Bad Intentions,
Joe Stevenson,SUB,UFC 65: Bad Intentions,
James Irvin,FIGHT,UFC 65: Bad Intentions,
Hector Ramirez,FIGHT,UFC 65: Bad Intentions,
Travis Lutter,SUB,The Ultimate Fighter: The Comeback Finale,
Scott Smith,FIGHT,The Ultimate Fighter: The Comeback Finale,
Pete Sell,FIGHT,The Ultimate Fighter: The Comeback Finale,
Anderson Silva,KO,UFC 64: Unstoppable,
Sean Sherk,FIGHT,UFC 64: Unstoppable,
Kenny Florian,FIGHT,UFC 64: Unstoppable,
Clay Guida,SUB,UFC 64: Unstoppable,
Tito Ortiz,KO,Ortiz vs Shamrock 3: The Final Chapter,
Jason MacDonald,SUB,Ortiz vs Shamrock 3: The Final Chapter,
Matt Hamill,FIGHT,Ortiz vs Shamrock 3: The Final Chapter,
Seth Petruzelli,FIGHT,Ortiz vs Shamrock 3: The Final Chapter,
Matt Hughes,FIGHT,UFC 63: Hughes vs Penn,
BJ Penn,FIGHT,UFC 63: Hughes vs Penn,
Joe Lauzon,KO,UFC 63: Hughes vs Penn,
Roger Huerta,FIGHT,UFC 63: Hughes vs Penn,
Jason Dent,FIGHT,UFC 63: Hughes vs Penn,
